CustomerID,Geography,Gender,Age_Band,TenureYears,EstimatedIncome,BalanceEuros,NoProducts,CreditCardholder,CustomerWithLoan,Digital_TRX_ratio,Inactive,Is_45_65,More_than_3_prods,older_with_loan,older_with_no_credit_card
6958615,Thessaloniki,Female,35-45,5,152558.54,0.0,3,1,1,0.39,1,0,0,0,0
8478246,Athens,Male,35-45,7,129005.24,78293.523,2,1,0,0.66,0,0,0,0,0
7247652,Athens,Female,35-45,10,96364.68,0.0,2,1,0,0.75,0,0,0,0,0
707211,Athens,Male,25-35,8,150892.83,0.0,2,1,1,0.58,0,0,0,0,0
6494215,Thessaloniki,Male,35-45,4,75804.75,0.0,2,0,1,0.48,0,0,0,0,0
599442,Thessaloniki,Male,25-35,10,106511.67,116340.807,1,0,1,1.01,0,0,0,0,0
194724,Thessaloniki,Male,35-45,9,57197.87,67866.1104,1,0,1,0.68,0,0,0,0,0
6378326,Rest_GR,Male,25-35,8,172630.23,64077.024,2,1,1,0.52,0,0,0,0,0
1051226,Thessaloniki,Male,18-25,8,87691.18,0.0,2,0,0,0.93,0,0,0,0,0
3677293,Athens,Male,25-35,9,6684.74,0.0,2,0,0,1.04,0,0,0,0,0
5671470,Athens,Female,35-45,6,141807.79,0.0,1,1,1,0.82,0,0,0,0,0
5564301,Athens,Female,35-45,6,146431.31,0.0,2,0,0,0.82,0,0,0,0,0
693940,Athens,Male,25-35,9,37514.53,54564.939,1,1,0,0.57,0,0,0,0,0
1900906,Thessaloniki,Male,35-45,7,53666.81,0.0,2,1,0,1.07,0,0,0,0,0
2257295,Thessaloniki,Female,55-65,1,155560.44,0.0,1,1,1,0.53,1,1,0,1,0
8805604,Thessaloniki,Female,45-55,4,27956.59,70668.3582,2,1,1,0.54,1,1,0,1,0
6020684,Rest_GR,Male,25-35,1,9747.44,58699.4892,1,1,1,0.62,0,0,0,0,0
365937,Rest_GR,Female,35-45,2,33169.57,65872.521,1,0,1,0.91,0,0,0,0,0
8368155,Thessaloniki,Male,25-35,5,63520.63,99061.248,1,0,0,0.57,0,0,0,0,0
3447307,Rest_GR,Male,25-35,9,87521.38,61270.3674,1,1,0,1.16,1,0,0,0,0
9916904,Rest_GR,Male,25-35,3,55882.11,59754.2946,1,0,1,1.06,0,0,0,0,0
1893027,Rest_GR,Male,35-45,7,24691.2,71316.366,2,1,0,0.69,0,0,0,0,0
9816565,Athens,Male,35-45,2,76513.75,66157.311,1,0,0,0.75,0,0,0,0,0
9942855,Thessaloniki,Male,35-45,9,21005.06,70085.763,1,0,1,0.72,0,0,0,0,0
3767754,Rest_GR,Male,25-35,9,89131.82,101953.8564,2,0,1,0.77,1,0,0,0,0
3228587,Rest_GR,Female,25-35,9,65527.14,87351.8514,2,1,1,0.68,0,0,0,0,0
7810083,Rest_GR,Female,35-45,6,101605.31,110790.504,1,1,0,0.88,0,0,0,0,0
3154291,Athens,Female,35-45,1,28636.68,0.0,2,1,0,0.3,0,0,0,0,0
5799501,Rest_GR,Female,25-35,8,174761.09,71160.2958,1,1,0,0.69,1,0,0,0,0
4641413,Rest_GR,Male,25-35,4,106126.0,122214.7146,2,1,0,0.54,0,0,0,0,0
1620245,Athens,Male,25-35,8,34174.64,85426.0044,2,0,0,0.38,0,0,0,0,0
7123980,Thessaloniki,Male,35-45,6,88113.93,79327.6572,1,0,0,0.34,0,0,0,0,0
7316305,Athens,Female,35-45,6,123730.8,0.0,2,1,0,0.64,0,0,0,0,0
639753,Rest_GR,Female,45-55,10,173372.54,83413.7172,1,1,1,0.83,0,1,0,1,0
8355115,Athens,Female,25-35,3,160772.38,0.0,1,0,0,0.98,0,0,0,0,0
7740388,Athens,Male,35-45,9,96930.76,100718.277,1,1,0,0.51,1,0,0,0,0
4615912,Athens,Female,45-55,1,8513.36,0.0,1,0,1,0.75,1,1,0,1,1
486830,Rest_GR,Male,55-65,0,41736.95,98014.7784,1,1,0,0.39,1,1,0,0,0
5943098,Athens,Female,35-45,7,150099.53,0.0,2,1,0,0.93,0,0,0,0,0
2230833,Athens,Male,18-25,9,146513.02,67205.8662,1,1,0,0.52,0,0,0,0,0
3404115,Athens,Female,25-35,3,109076.76,0.0,2,1,1,0.74,0,0,0,0,0
2227123,Rest_GR,Female,25-35,9,100993.63,86369.2038,1,1,1,0.74,0,0,0,0,0
2818223,Athens,Male,35-45,9,31979.73,80896.7742,1,1,1,0.8,0,0,0,0,0
5039370,Athens,Male,18-25,1,15319.65,0.0,2,0,1,0.93,0,0,0,0,0
8579979,Rest_GR,Male,35-45,7,109237.64,82386.7836,2,1,1,0.58,0,0,0,0,0
7969878,Rest_GR,Female,45-55,5,31398.87,95630.733,2,1,1,0.76,0,1,0,1,0
4664155,Rest_GR,Female,25-35,5,146972.32,42018.1938,1,0,1,0.99,0,0,0,0,0
8811601,Athens,Male,35-45,2,82053.85,88085.646,1,0,1,0.62,0,0,0,0,0
4604251,Thessaloniki,Female,45-55,2,66390.29,140676.492,1,1,0,1.34,1,1,0,0,0
7590127,Thessaloniki,Female,25-35,1,8474.02,85463.6376,2,0,1,0.48,1,0,0,0,0
710143,Rest_GR,Male,35-45,10,165903.19,90718.3794,1,1,0,0.57,0,0,0,0,0
835296,Athens,Male,25-35,7,157971.7,0.0,2,1,1,0.77,0,0,0,0,0
3120109,Athens,Female,35-45,5,169186.95,83062.2738,1,1,1,0.47,0,0,0,0,0
8529321,Thessaloniki,Male,45-55,2,139437.72,0.0,1,1,0,0.67,1,1,0,0,0
2792535,Athens,Female,25-35,5,110806.04,27004.263,1,1,0,0.46,1,0,0,0,0
9635751,Thessaloniki,Female,18-25,5,48103.11,74683.7652,1,1,1,0.56,0,0,0,0,0
6423405,Thessaloniki,Female,25-35,8,123735.69,91275.9804,2,1,0,0.15,0,0,0,0,0
2917472,Athens,Male,35-45,5,22310.68,70598.3388,1,0,0,0.76,0,0,0,0,0
7355272,Athens,Male,35-45,9,66107.62,79649.8758,1,1,0,0.92,0,0,0,0,0
2470808,Athens,Male,25-35,0,1764.62,0.0,2,0,1,0.72,0,0,0,0,0
6010079,Thessaloniki,Female,25-35,7,78883.05,0.0,2,1,0,0.66,0,0,0,0,0
9518023,Athens,Female,45-55,9,131406.73,0.0,1,1,0,0.57,1,1,0,0,0
3824886,Thessaloniki,Male,35-45,8,158296.37,0.0,2,1,0,0.57,0,0,0,0,0
8747303,Athens,Male,35-45,2,86822.21,84222.3294,1,1,0,0.99,0,0,0,0,0
996161,Athens,Female,35-45,6,95866.13,0.0,2,1,1,0.63,0,0,0,0,0
89266,Thessaloniki,Male,55-65,7,16608.81,0.0,1,1,0,0.5,1,1,0,0,0
4412770,Athens,Female,25-35,7,73206.93,0.0,2,0,0,0.82,0,0,0,0,0
9867885,Thessaloniki,Female,25-35,2,81098.59,0.0,2,1,1,0.66,0,0,0,0,0
4168310,Athens,Female,65+,6,92106.1,64191.105,1,0,1,0.76,0,0,0,0,0
5110078,Rest_GR,Female,25-35,4,99038.19,81342.822,1,0,0,0.88,0,0,0,0,0
6654911,Thessaloniki,Female,18-25,6,74688.62,66699.765,1,0,1,0.61,0,0,0,0,0
4110840,Athens,Male,25-35,2,73622.22,0.0,2,1,0,0.88,0,0,0,0,0
6336645,Athens,Female,45-55,7,41998.85,71284.8576,1,0,0,0.91,0,1,0,0,1
9140272,Thessaloniki,Female,35-45,2,94070.69,0.0,2,1,1,0.79,0,0,0,0,0
3059375,Thessaloniki,Male,25-35,0,49356.81,88243.9074,1,1,0,1.11,1,0,0,0,0
3672323,Rest_GR,Male,25-35,9,122690.75,82625.235,2,1,1,0.79,0,0,0,0,0
8045718,Rest_GR,Female,18-25,7,142378.03,74602.5852,1,1,0,0.37,1,0,0,0,0
81600,Thessaloniki,Female,35-45,9,171954.97,71948.7318,1,1,0,1.03,0,0,0,0,0
9491779,Thessaloniki,Female,35-45,2,36427.48,0.0,2,1,0,0.85,1,0,0,0,0
9134125,Rest_GR,Male,18-25,9,47226.84,38233.6746,2,0,0,0.49,0,0,0,0,0
9565009,Athens,Female,25-35,4,143695.56,85875.4974,1,1,0,0.73,0,0,0,0,0
4288660,Rest_GR,Male,25-35,5,136717.36,63245.4834,2,1,0,0.93,0,0,0,0,0
3371783,Rest_GR,Male,35-45,10,5761.25,85541.6562,1,1,0,0.45,1,0,0,0,0
7905621,Athens,Male,25-35,4,98602.79,111844.9794,1,1,0,0.64,0,0,0,0,0
5090781,Athens,Male,35-45,5,128418.31,0.0,2,1,1,1.05,0,0,0,0,0
7088256,Thessaloniki,Female,25-35,7,24738.91,88353.0186,1,1,1,0.54,0,0,0,0,0
8204383,Athens,Female,25-35,0,114581.52,0.0,2,1,1,0.86,0,0,0,0,0
1976333,Rest_GR,Male,35-45,5,157036.14,125716.4568,2,0,0,0.63,0,0,0,0,0
6318054,Thessaloniki,Female,35-45,8,83453.48,67315.4592,1,0,1,0.9,0,0,0,0,0
2576709,Rest_GR,Female,45-55,3,8030.34,106661.8146,1,1,0,0.76,1,1,0,0,0
2931518,Thessaloniki,Female,35-45,2,17949.78,80725.3986,1,1,1,0.6,0,0,0,0,0
9217213,Athens,Male,55-65,2,42822.3,0.0,2,1,1,0.75,0,1,0,1,0
6091644,Rest_GR,Female,35-45,1,152842.2,107019.2772,2,1,0,0.72,0,0,0,0,0
5196378,Athens,Male,35-45,2,49259.58,0.0,2,1,1,0.96,0,0,0,0,0
4082890,Athens,Female,45-55,4,8435.78,0.0,1,1,1,0.72,1,1,0,1,0
1910589,Athens,Male,25-35,8,84395.75,0.0,2,1,0,0.49,0,0,0,0,0
625061,Athens,Female,35-45,1,170602.85,65347.0422,1,1,0,0.47,0,0,0,0,0
1650114,Thessaloniki,Female,35-45,0,115423.9,0.0,1,0,1,0.85,0,0,0,0,0
5335061,Thessaloniki,Male,25-35,5,171614.4,0.0,2,0,1,0.54,0,0,0,0,0
8552769,Rest_GR,Female,25-35,7,130251.34,73516.1988,2,1,0,0.77,0,0,0,0,0
810351,Athens,Female,35-45,8,81894.87,37101.801,2,0,0,1.0,1,0,0,0,0
2199178,Athens,Female,35-45,3,16377.56,55656.3282,2,1,0,0.42,0,0,0,0,0
1187407,Athens,Male,35-45,1,101046.89,0.0,2,0,0,0.54,0,0,0,0,0
3394839,Athens,Male,25-35,8,76652.96,61388.5074,1,1,0,0.61,0,0,0,0,0
151798,Thessaloniki,Male,25-35,9,112427.69,40728.8904,2,1,0,0.77,0,0,0,0,0
9156199,Athens,Male,25-35,3,1522.31,115361.499,1,1,1,0.4,0,0,0,0,0
2931130,Thessaloniki,Female,25-35,6,38411.27,0.0,2,1,1,0.74,0,0,0,0,0
4781382,Rest_GR,Male,35-45,3,138974.27,71095.6224,1,1,1,0.78,0,0,0,0,0
3578071,Athens,Male,55-65,10,42627.06,0.0,2,1,1,0.43,0,1,0,1,0
3909889,Athens,Male,25-35,6,10124.94,63639.7344,1,1,0,0.97,0,0,0,0,0
3427405,Thessaloniki,Male,25-35,2,6201.03,93086.4066,1,1,1,0.35,0,0,0,0,0
732391,Athens,Male,35-45,4,106625.88,69577.3188,1,0,1,0.36,0,0,0,0,0
8856184,Thessaloniki,Male,45-55,5,128146.96,0.0,1,0,1,0.9,1,1,0,1,1
9998672,Athens,Female,35-45,2,13506.13,85154.5596,2,1,1,0.59,1,0,0,0,0
3070859,Thessaloniki,Male,25-35,3,83363.57,116599.9692,1,1,0,0.85,0,0,0,0,0
4205439,Athens,Male,35-45,3,157313.17,0.0,1,1,1,0.7,0,0,0,0,0
2900359,Thessaloniki,Female,35-45,3,174395.12,59244.1344,1,0,0,0.65,1,0,0,0,0
5375956,Athens,Male,25-35,5,133200.32,89069.9898,1,1,1,0.36,0,0,0,0,0
3020240,Athens,Male,35-45,5,124986.75,0.0,1,1,0,0.5,1,0,0,0,0
6009581,Athens,Male,35-45,2,138690.22,70208.721,1,0,1,1.07,0,0,0,0,0
3667000,Rest_GR,Male,25-35,2,148362.25,106797.6624,2,1,0,0.93,0,0,0,0,0
8386756,Athens,Male,25-35,8,148826.07,0.0,2,1,1,0.75,0,0,0,0,0
3352997,Athens,Female,35-45,9,78301.65,0.0,2,0,0,0.79,0,0,0,0,0
383422,Athens,Female,25-35,1,36361.85,41642.7066,1,1,1,0.49,0,0,0,0,0
231155,Rest_GR,Male,25-35,4,53571.75,78069.4266,2,0,0,0.64,0,0,0,0,0
5284980,Rest_GR,Male,45-55,7,138424.35,70523.7786,1,0,1,0.8,1,1,0,1,1
7181098,Athens,Male,45-55,7,116716.39,32678.283,1,1,0,0.06,0,1,0,0,0
2264476,Thessaloniki,Female,25-35,9,154621.66,0.0,2,0,0,0.69,0,0,0,0,0
405290,Athens,Male,35-45,1,31352.59,69827.5512,2,1,0,0.86,1,0,0,0,0
7589736,Athens,Male,45-55,8,26001.81,0.0,1,1,1,0.41,1,1,0,1,0
5281011,Athens,Female,25-35,9,86415.36,75716.553,2,1,1,0.64,0,0,0,0,0
2510731,Thessaloniki,Male,25-35,7,109758.91,0.0,1,0,1,0.49,0,0,0,0,0
2757408,Athens,Male,35-45,2,147146.61,0.0,2,1,1,0.97,0,0,0,0,0
2328582,Athens,Male,25-35,10,5229.7,0.0,1,1,0,1.05,1,0,0,0,0
981220,Rest_GR,Male,35-45,6,95719.03,65712.3852,1,1,1,1.12,1,0,0,0,0
612296,Athens,Male,35-45,4,173480.01,112568.2206,2,1,0,1.04,0,0,0,0,0
7879479,Athens,Female,25-35,9,24455.47,0.0,2,1,1,0.56,0,0,0,0,0
9888037,Rest_GR,Female,35-45,6,75599.47,49233.459,3,1,1,0.83,1,0,0,0,0
3960826,Rest_GR,Male,45-55,2,68169.44,63946.3374,1,1,0,0.7,1,1,0,0,0
9603517,Rest_GR,Female,25-35,3,54112.22,86347.9452,1,1,0,0.79,0,0,0,0,0
74453,Athens,Male,65+,1,98423.64,0.0,2,0,1,0.94,0,0,0,0,0
4748972,Athens,Male,35-45,0,55142.36,0.0,2,1,0,0.69,0,0,0,0,0
8300327,Athens,Female,35-45,1,136811.38,0.0,2,0,1,0.9,0,0,0,0,0
758352,Rest_GR,Male,18-25,3,131617.78,79011.405,2,0,1,0.57,0,0,0,0,0
1779300,Athens,Female,65+,5,82037.12,75226.1202,2,0,1,0.94,0,0,0,0,0
2421397,Rest_GR,Male,35-45,6,30112.76,66106.095,1,1,0,0.82,1,0,0,0,0
6270811,Athens,Female,25-35,2,126606.25,0.0,1,1,1,0.67,0,0,0,0,0
5841325,Rest_GR,Female,35-45,3,49549.45,76705.53,3,1,0,0.51,1,0,0,0,0
3961540,Athens,Female,45-55,2,78472.16,0.0,3,1,0,0.69,1,1,1,0,0
6640138,Athens,Male,25-35,2,142646.58,53574.7278,2,0,1,0.69,0,0,0,0,0
2867521,Thessaloniki,Male,35-45,4,119545.9,0.0,2,1,0,0.93,0,0,0,0,0
2192434,Rest_GR,Female,35-45,5,108926.08,77090.508,1,1,0,1.03,0,0,0,0,0
6713752,Athens,Male,35-45,8,65518.16,69934.7088,2,0,1,0.48,0,0,0,0,0
488913,Rest_GR,Male,65+,6,40211.85,77491.656,1,1,1,0.68,1,0,0,0,0
5463775,Thessaloniki,Male,25-35,7,54966.15,0.0,2,1,0,0.86,0,0,0,0,0
8141337,Athens,Female,35-45,10,115799.31,81508.4028,1,1,0,0.56,1,0,0,0,0
6019380,Rest_GR,Male,25-35,7,70090.18,100584.3366,2,1,0,1.01,0,0,0,0,0
4391868,Athens,Female,25-35,1,174685.55,0.0,2,1,1,1.04,0,0,0,0,0
2331593,Rest_GR,Male,18-25,8,138092.24,68044.581,1,1,1,0.55,0,0,0,0,0
7570150,Rest_GR,Male,45-55,8,117946.05,83435.9724,1,1,0,0.47,1,1,0,0,0
5784642,Rest_GR,Female,35-45,5,87831.21,51378.954,1,0,0,0.32,0,0,0,0,0
6498560,Thessaloniki,Female,25-35,1,86201.43,0.0,2,1,1,0.34,0,0,0,0,0
6307892,Athens,Female,65+,0,149743.02,0.0,2,0,1,0.63,0,0,0,0,0
5669216,Rest_GR,Male,35-45,2,51076.29,52623.0606,1,1,1,0.67,0,0,0,0,0
8777323,Thessaloniki,Male,25-35,8,154740.72,0.0,1,0,0,0.77,0,0,0,0,0
9507435,Thessaloniki,Male,35-45,0,30826.41,0.0,2,0,1,0.79,0,0,0,0,0
2161370,Athens,Male,25-35,10,173814.49,0.0,2,1,1,0.4,0,0,0,0,0
2998787,Rest_GR,Female,25-35,6,137517.89,24596.0022,2,0,0,0.72,0,0,0,0,0
4399454,Athens,Female,25-35,6,44897.76,84474.885,1,1,1,0.92,0,0,0,0,0
947367,Rest_GR,Male,35-45,3,122865.73,36234.6666,1,1,1,0.8,0,0,0,0,0
9270452,Rest_GR,Male,35-45,9,57831.11,71773.7328,2,1,1,0.49,0,0,0,0,0
539464,Thessaloniki,Female,45-55,6,56961.22,65938.0854,1,1,0,0.62,0,1,0,0,0
9440775,Athens,Female,25-35,6,14012.1,121893.0306,2,1,0,0.81,0,0,0,0,0
2502328,Athens,Female,25-35,0,98334.91,73031.6532,1,0,1,1.0,0,0,0,0,0
5926596,Thessaloniki,Male,25-35,9,17187.42,52153.068,1,1,1,0.65,0,0,0,0,0
9512909,Thessaloniki,Female,35-45,9,108129.2,65498.7366,1,1,0,0.63,0,0,0,0,0
9111586,Athens,Male,25-35,2,130219.57,0.0,2,1,1,0.83,0,0,0,0,0
7876698,Athens,Male,35-45,7,13091.53,0.0,2,1,0,0.68,0,0,0,0,0
1200717,Thessaloniki,Female,35-45,7,71695.55,0.0,1,0,0,0.66,1,0,0,0,0
8402083,Rest_GR,Female,25-35,7,141115.02,34607.892,1,1,0,0.72,0,0,0,0,0
3651823,Thessaloniki,Male,35-45,9,167691.71,0.0,2,0,1,0.72,0,0,0,0,0
1590138,Rest_GR,Male,25-35,3,43246.5,66223.0536,3,1,0,0.44,1,0,0,0,0
3921437,Rest_GR,Female,25-35,1,163115.57,98536.1454,2,1,1,0.55,0,0,0,0,0
5457334,Athens,Male,25-35,8,29848.65,0.0,2,1,0,0.87,0,0,0,0,0
6931552,Rest_GR,Male,25-35,4,82678.67,96099.5904,1,0,1,0.51,0,0,0,0,0
8428788,Thessaloniki,Female,35-45,7,97482.39,0.0,2,1,1,0.69,0,0,0,0,0
3157939,Athens,Male,55-65,3,10743.16,0.0,1,1,1,0.71,1,1,0,1,0
516937,Athens,Female,45-55,10,166293.88,0.0,2,1,0,1.06,0,1,0,0,0
4838524,Athens,Male,25-35,6,143902.45,55457.7276,1,0,1,0.67,0,0,0,0,0
5840779,Athens,Male,45-55,1,133385.98,0.0,1,1,0,0.71,1,1,0,0,0
299684,Athens,Male,35-45,8,30536.21,0.0,2,1,1,0.69,0,0,0,0,0
1698981,Thessaloniki,Male,25-35,10,60285.22,0.0,2,1,1,0.69,0,0,0,0,0
1977797,Rest_GR,Male,25-35,4,42109.06,91554.4872,1,1,1,0.61,1,0,0,0,0
7237753,Athens,Male,35-45,7,23520.58,78061.3086,1,1,1,0.58,0,0,0,0,0
1186064,Athens,Female,18-25,8,168591.45,114962.7468,2,0,1,0.7,0,0,0,0,0
2525866,Athens,Male,35-45,7,31082.3,74717.8476,2,1,0,0.4,0,0,0,0,0
8003312,Thessaloniki,Male,25-35,5,141269.96,68578.8048,1,1,0,0.64,0,0,0,0,0
8402746,Athens,Female,25-35,8,88710.17,78555.3648,1,1,0,0.9,0,0,0,0,0
7221011,Thessaloniki,Female,25-35,5,159074.16,109756.6074,1,1,1,0.72,0,0,0,0,0
3908239,Thessaloniki,Male,25-35,10,69798.65,0.0,2,1,0,0.6,0,0,0,0,0
2005966,Rest_GR,Male,35-45,9,120465.2,41729.82,1,0,1,0.34,0,0,0,0,0
4029431,Thessaloniki,Female,35-45,5,170586.37,62383.9722,2,1,0,0.49,0,0,0,0,0
9939580,Athens,Male,25-35,7,45618.38,0.0,2,1,0,0.39,0,0,0,0,0
3727497,Thessaloniki,Female,25-35,9,131849.33,74462.6916,1,0,0,0.63,1,0,0,0,0
2673339,Athens,Male,35-45,3,98868.01,0.0,2,1,1,0.54,0,0,0,0,0
9929278,Athens,Male,18-25,2,65081.05,89696.1978,1,1,0,0.6,0,0,0,0,0
6324445,Athens,Female,25-35,4,93774.09,82611.7116,1,1,1,0.87,0,0,0,0,0
4004934,Thessaloniki,Female,35-45,7,136592.56,0.0,3,1,0,0.79,1,0,0,0,0
1305842,Athens,Male,55-65,0,142461.57,98417.4246,1,1,1,0.81,0,1,0,1,0
5601258,Athens,Male,25-35,5,91251.9,0.0,2,1,1,1.05,0,0,0,0,0
8733740,Athens,Female,25-35,10,141061.53,0.0,2,1,0,0.83,0,0,0,0,0
5983194,Thessaloniki,Female,35-45,6,14452.67,87325.7286,1,0,0,0.65,0,0,0,0,0
2916737,Athens,Male,25-35,8,9990.62,0.0,2,1,0,0.48,0,0,0,0,0
98951,Athens,Female,25-35,6,166896.96,0.0,2,1,1,0.82,0,0,0,0,0
9191336,Athens,Male,25-35,4,83163.19,77934.7074,1,0,0,0.62,0,0,0,0,0
3152094,Athens,Male,25-35,1,25584.14,78716.0154,1,1,1,0.43,0,0,0,0,0
9748206,Athens,Male,35-45,2,148930.41,0.0,1,1,1,0.88,1,0,0,0,0
5030755,Rest_GR,Male,25-35,7,28687.13,103519.2114,2,1,0,0.67,0,0,0,0,0
3810829,Athens,Male,45-55,4,111634.85,90488.9502,1,1,0,1.07,1,1,0,0,0
237413,Rest_GR,Male,25-35,8,40095.2,51743.1354,1,1,0,0.81,0,0,0,0,0
9068750,Athens,Female,65+,4,165084.67,0.0,2,1,1,0.64,0,0,0,0,0
6062253,Rest_GR,Male,25-35,6,127246.89,42021.8172,1,1,0,0.78,0,0,0,0,0
6763227,Athens,Male,35-45,3,150173.53,0.0,2,0,0,0.27,0,0,0,0,0
9861170,Rest_GR,Female,55-65,0,160055.58,89295.5778,1,1,0,0.58,0,1,0,0,0
847978,Thessaloniki,Male,35-45,2,76875.6,101510.9304,1,1,1,0.69,0,0,0,0,0
2365840,Thessaloniki,Male,35-45,3,50742.53,0.0,2,0,0,0.48,0,0,0,0,0
4048522,Athens,Male,45-55,2,105870.52,97066.0548,1,1,0,0.81,1,1,0,0,0
4419153,Thessaloniki,Male,35-45,9,25981.48,0.0,2,1,1,0.12,0,0,0,0,0
6961615,Thessaloniki,Female,18-25,3,75320.86,0.0,1,1,0,1.0,0,0,0,0,0
6201027,Athens,Male,18-25,4,41168.55,63189.555,1,1,0,0.5,0,0,0,0,0
2927387,Thessaloniki,Female,55-65,2,57070.07,96337.1178,1,1,1,0.9,0,1,0,1,0
3444055,Athens,Female,25-35,8,15162.7,93351.555,1,1,1,0.33,0,0,0,0,0
7501665,Athens,Male,35-45,1,160084.22,91931.6706,1,1,0,0.41,1,0,0,0,0
9018101,Athens,Female,25-35,4,44852.11,0.0,2,0,0,0.56,0,0,0,0,0
9294514,Athens,Male,25-35,3,94647.02,0.0,2,1,0,0.82,0,0,0,0,0
5998855,Athens,Male,25-35,4,117695.41,95323.0542,1,1,0,0.61,0,0,0,0,0
7214177,Athens,Male,25-35,2,91028.2,0.0,2,1,0,0.71,0,0,0,0,0
9145254,Athens,Female,45-55,9,95622.11,62991.2382,1,1,0,0.49,1,1,0,0,0
9132518,Rest_GR,Male,25-35,1,156740.7,95600.1684,1,1,1,0.69,0,0,0,0,0
3893588,Rest_GR,Male,25-35,7,83776.27,76721.1324,2,1,1,0.94,0,0,0,0,0
2897449,Athens,Male,45-55,7,63764.79,0.0,2,0,1,0.64,0,1,0,1,1
1036374,Thessaloniki,Female,35-45,1,17671.71,96691.3662,1,1,0,0.97,0,0,0,0,0
6637512,Rest_GR,Male,35-45,2,126871.76,77238.876,2,0,1,0.64,0,0,0,0,0
8559567,Rest_GR,Female,25-35,8,155661.67,73929.1146,1,1,0,0.53,1,0,0,0,0
4986077,Thessaloniki,Female,35-45,6,5870.21,71457.7842,1,1,0,0.87,0,0,0,0,0
3350028,Athens,Male,25-35,7,102640.8,120201.7014,1,1,0,0.7,1,0,0,0,0
31585,Rest_GR,Female,25-35,3,152947.68,99609.6684,2,0,1,0.81,0,0,0,0,0
5976508,Athens,Male,25-35,2,2749.55,0.0,2,1,0,0.6,0,0,0,0,0
4461789,Thessaloniki,Female,35-45,5,13275.57,109079.6058,1,1,0,0.85,1,0,0,0,0
